mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	crescendo_hairpin	decrescendo_hairpin	crescendo_line	Ottava:8va
12	12	103/3	103/3	0.0	1/3	1/3	Tempo	3/4	1	1	0									𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0			7			
12	12	103/3	103/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24			1/16	2/3	193											7			
12	12	69/2	69/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0						f													
12	12	69/2	69/2	0.0	3/8	3/8	Tempo	3/4	1	1	0									𝅘𝅥=110	110.0	𝅘𝅥	110.0	0.0						
12	12	69/2	69/2	0.0	3/8	3/8	Spanner	3/4	1	1	0																			
12	12	69/2	69/2	0.16666666666666666	3/8	3/8	Chord	3/4	1	1	1/24			1/16	2/3	194		articAccentAbove							19					
12	12	104/3	104/3	0.0	5/12	5/12	Spanner	3/4	1	1	0														19			5		
12	12	104/3	104/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24			1/16	2/3	195									19			5		
12	12	209/6	209/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24			1/16	2/3	196									19			5		
12	12	35	35	0.16666666666666666	1/2	1/2	Chord	3/4	1	1	1/24			1/16	2/3	197									19			5		
12	12	211/6	211/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24			1/16	2/3	198									19			5		
12	12	106/3	106/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24			1/16	2/3	199									19			5		
12	12	71/2	71/2	0.16666666666666666	5/8	5/8	Chord	3/4	1	1	1/24			1/16	2/3	200									19			5		
12	12	107/3	107/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24			1/16	2/3	201									19			5		
12	12	215/6	215/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24			1/16	2/3	202												5		
12	12	33	33	0.3333333333333333	0	0	Chord	3/4	2	1	1/12			1/8	2/3	203		articAccentAbove							20	3				
12	12	100/3	100/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12			1/8	2/3	204									20	3				
12	12	101/3	101/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12			1/8	2/3	205										3				
12	12	69/2	69/2	0.3333333333333333	3/8	3/8	Chord	3/4	2	1	1/12			1/8	2/3	206		articAccentAbove							21	3				
12	12	209/6	209/6	0.3333333333333333	11/24	11/24	Chord	3/4	2	1	1/12			1/8	2/3	207									21	3				
12	12	211/6	211/6	0.3333333333333333	13/24	13/24	Chord	3/4	2	1	1/12			1/8	2/3	208										3				
13	13	36	36	0.0	0	0	Dynamic	3/8	1	1	0						mp													
13	13	36	36	0.0	0	0	Spanner	3/8	1	1	0																			
13	13	36	36	0.0	0	0	Spanner	3/8	1	1	0																	6		
13	13	36	36	0.16666666666666666	0	0	Chord	3/8	1	1	1/24			1/16	2/3	209		articAccentBelow							22			6		
13	13	217/6	217/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24			1/16	2/3	210									22			6		
13	13	109/3	109/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24			1/16	2/3	211									22			6		
13	13	73/2	73/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24			1/16	2/3	212									22			6		
13	13	110/3	110/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24			1/16	2/3	213									22			6		
13	13	221/6	221/6	0.0	5/24	5/24	Tempo	3/8	1	1	0									𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0	22			6		
13	13	221/6	221/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24			1/16	2/3	214									22			6		
13	13	37	37	0.0	1/4	1/4	Tempo	3/8	1	1	0									𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	22			6		
13	13	37	37	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24			1/16	2/3	215									22			6		
13	13	223/6	223/6	0.0	7/24	7/24	Tempo	3/8	1	1	0									𝅘𝅥=50	50.0	𝅘𝅥	50.0	0.0	22			6		
13	13	223/6	223/6	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24			1/16	2/3	216									22			6		
13	13	112/3	112/3	0.0	1/3	1/3	Tempo	3/8	1	1	0									𝅘𝅥=30	30.0	𝅘𝅥	30.0	0.0				6		
13	13	112/3	112/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24			1/16	2/3	217												6		
13	13	36	36	0.0	0	0	Spanner	3/8	2	1	0															4				
13	13	36	36	0.0	0	0	Spanner	3/8	2	1	0															4				
13	13	36	36	0.3333333333333333	0	0	Chord	3/8	2	1	1/12			1/8	2/3	218									23	4				
13	13	109/3	109/3	0.3333333333333333	1/12	1/12	Chord	3/8	2	1	1/12			1/8	2/3	219									23	4				
13	13	110/3	110/3	0.3333333333333333	1/6	1/6	Chord	3/8	2	1	1/12			1/8	2/3	220										4				
14	14	75/2	75/2	0.0	0	0	Dynamic	5/8	1	1	0						p													
14	14	75/2	75/2	0.0	0	0	Tempo	5/8	1	1	0									𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0						
14	14	75/2	75/2	0.0	0	0	Spanner	5/8	1	1	0																			
14	14	75/2	75/2	0.0	0	0	Spanner	5/8	1	1	0																	7		
14	14	75/2	75/2	1.0	0	0	Chord	5/8	1	1	1/4			1/4	1	221									24			7		
14	14	77/2	77/2	0.0	1/4	1/4	Spanner	5/8	1	1	0																			
14	14	77/2	77/2	0.5	1/4	1/4	Chord	5/8	1	1	1/8			1/8	1	222														
14	14	39	39	0.0	3/8	3/8	Tempo	5/8	1	1	0									𝅘𝅥=50	50.0	𝅘𝅥	50.0	0.0						
14	14	39	39	0.0	3/8	3/8	Spanner	5/8	1	1	0																8			
14	14	39	39	0.3333333333333333	3/8	3/8	Chord	5/8	1	1	1/12			1/8	2/3	223									25		8			
14	14	118/3	118/3	0.0	11/24	11/24	Spanner	5/8	1	1	0														25					
14	14	118/3	118/3	0.0	11/24	11/24	Spanner	5/8	1	1	0														25			8		
14	14	118/3	118/3	0.3333333333333333	11/24	11/24	Chord	5/8	1	1	1/12			1/8	2/3	224									25			8		
14	14	119/3	119/3	0.0	13/24	13/24	Tempo	5/8	1	1	0									𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0						
14	14	119/3	119/3	0.0	13/24	13/24	Spanner	5/8	1	1	0																			
14	14	119/3	119/3	0.3333333333333333	13/24	13/24	Chord	5/8	1	1	1/12			1/8	2/3	225														
14	14	75/2	75/2	0.16666666666666666	0	0	Chord	5/8	2	1	1/24			1/16	2/3	226									26	4				
14	14	113/3	113/3	0.16666666666666666	1/24	1/24	Chord	5/8	2	1	1/24			1/16	2/3	227									26	4				
14	14	227/6	227/6	0.16666666666666666	1/12	1/12	Chord	5/8	2	1	1/24			1/16	2/3	228									26	4				
14	14	38	38	0.16666666666666666	1/8	1/8	Chord	5/8	2	1	1/24			1/16	2/3	229									26	4				
14	14	229/6	229/6	0.16666666666666666	1/6	1/6	Chord	5/8	2	1	1/24			1/16	2/3	230									26	4				
14	14	115/3	115/3	0.16666666666666666	5/24	5/24	Chord	5/8	2	1	1/24			1/16	2/3	231									26	4				
14	14	77/2	77/2	0.16666666666666666	1/4	1/4	Chord	5/8	2	1	1/24			1/16	2/3	232									26	4				
14	14	116/3	116/3	0.16666666666666666	7/24	7/24	Chord	5/8	2	1	1/24			1/16	2/3	233									26	4				
14	14	233/6	233/6	0.16666666666666666	1/3	1/3	Chord	5/8	2	1	1/24			1/16	2/3	234										4				
14	14	39	39	0.06666666666666667	3/8	3/8	Chord	5/8	2	1	1/60			1/32	8/15	235									27	4				
14	14	586/15	586/15	0.06666666666666667	47/120	47/120	Chord	5/8	2	1	1/60			1/32	8/15	236									27	4				
14	14	587/15	587/15	0.06666666666666667	49/120	49/120	Chord	5/8	2	1	1/60			1/32	8/15	237									27	4				
14	14	196/5	196/5	0.06666666666666667	17/40	17/40	Chord	5/8	2	1	1/60			1/32	8/15	238									27	4				
14	14	589/15	589/15	0.06666666666666667	53/120	53/120	Chord	5/8	2	1	1/60			1/32	8/15	239									27	4				
14	14	118/3	118/3	0.06666666666666667	11/24	11/24	Chord	5/8	2	1	1/60			1/32	8/15	240									27	4				
14	14	197/5	197/5	0.06666666666666667	19/40	19/40	Chord	5/8	2	1	1/60			1/32	8/15	241									27	4				
14	14	592/15	592/15	0.06666666666666667	59/120	59/120	Chord	5/8	2	1	1/60			1/32	8/15	242									27	4				
14	14	593/15	593/15	0.06666666666666667	61/120	61/120	Chord	5/8	2	1	1/60			1/32	8/15	243									27	4				
14	14	198/5	198/5	0.06666666666666667	21/40	21/40	Chord	5/8	2	1	1/60			1/32	8/15	244									27	4				
15	15	40	40	0.0	0	0	Dynamic	5/8	1	1	0						p													
15	15	40	40	0.0	0	0	Tempo	5/8	1	1	0									𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0						
15	15	40	40	0.0	0	0	Spanner	5/8	1	1	0																	9		
15	15	40	40	1.0	0	0	Chord	5/8	1	1	1/4			1/4	1	245									28			9		
15	15	41	41	0.0	1/4	1/4	Spanner	5/8	1	1	0																			
15	15	41	41	0.5	1/4	1/4	Chord	5/8	1	1	1/8			1/8	1	246														
15	15	83/2	83/2	0.0	3/8	3/8	Tempo	5/8	1	1	0									𝅘𝅥=50	50.0	𝅘𝅥	50.0	0.0						
15	15	83/2	83/2	0.0	3/8	3/8	Spanner	5/8	1	1	0																9			
15	15	83/2	83/2	0.3333333333333333	3/8	3/8	Chord	5/8	1	1	1/12			1/8	2/3	247									29		9			
15	15	251/6	251/6	0.0	11/24	11/24	Spanner	5/8	1	1	0														29					
15	15	251/6	251/6	0.0	11/24	11/24	Spanner	5/8	1	1	0														29			10		
15	15	251/6	251/6	0.3333333333333333	11/24	11/24	Chord	5/8	1	1	1/12			1/8	2/3	248									29			10		
15	15	253/6	253/6	0.0	13/24	13/24	Tempo	5/8	1	1	0									𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0						
15	15	253/6	253/6	0.0	13/24	13/24	Spanner	5/8	1	1	0																			
15	15	253/6	253/6	0.3333333333333333	13/24	13/24	Chord	5/8	1	1	1/12			1/8	2/3	249														
15	15	40	40	0.16666666666666666	0	0	Chord	5/8	2	1	1/24			1/16	2/3	250									30	4				
15	15	241/6	241/6	0.16666666666666666	1/24	1/24	Chord	5/8	2	1	1/24			1/16	2/3	251									30	4				
15	15	121/3	121/3	0.16666666666666666	1/12	1/12	Chord	5/8	2	1	1/24			1/16	2/3	252									30	4				
15	15	81/2	81/2	0.16666666666666666	1/8	1/8	Chord	5/8	2	1	1/24			1/16	2/3	253									30	4				
15	15	122/3	122/3	0.16666666666666666	1/6	1/6	Chord	5/8	2	1	1/24			1/16	2/3	254									30	4				
15	15	245/6	245/6	0.16666666666666666	5/24	5/24	Chord	5/8	2	1	1/24			1/16	2/3	255									30	4				
15	15	41	41	0.16666666666666666	1/4	1/4	Chord	5/8	2	1	1/24			1/16	2/3	256									30	4				
15	15	247/6	247/6	0.16666666666666666	7/24	7/24	Chord	5/8	2	1	1/24			1/16	2/3	257									30	4				
15	15	124/3	124/3	0.16666666666666666	1/3	1/3	Chord	5/8	2	1	1/24			1/16	2/3	258										4				
15	15	83/2	83/2	0.06666666666666667	3/8	3/8	Chord	5/8	2	1	1/60			1/32	8/15	259									31	4				
15	15	1247/30	1247/30	0.06666666666666667	47/120	47/120	Chord	5/8	2	1	1/60			1/32	8/15	260									31	4				
15	15	1249/30	1249/30	0.06666666666666667	49/120	49/120	Chord	5/8	2	1	1/60			1/32	8/15	261									31	4				
15	15	417/10	417/10	0.06666666666666667	17/40	17/40	Chord	5/8	2	1	1/60			1/32	8/15	262									31	4				
15	15	1253/30	1253/30	0.06666666666666667	53/120	53/120	Chord	5/8	2	1	1/60			1/32	8/15	263									31	4				
15	15	251/6	251/6	0.06666666666666667	11/24	11/24	Chord	5/8	2	1	1/60			1/32	8/15	264									31	4				
15	15	419/10	419/10	0.06666666666666667	19/40	19/40	Chord	5/8	2	1	1/60			1/32	8/15	265									31	4				
15	15	1259/30	1259/30	0.06666666666666667	59/120	59/120	Chord	5/8	2	1	1/60			1/32	8/15	266									31	4				
15	15	1261/30	1261/30	0.06666666666666667	61/120	61/120	Chord	5/8	2	1	1/60			1/32	8/15	267									31	4				
15	15	421/10	421/10	0.06666666666666667	21/40	21/40	Chord	5/8	2	1	1/60			1/32	8/15	268									31	4				
16	16	85/2	85/2	0.0	0	0	Dynamic	6/8	1	1	0						p													
16	16	85/2	85/2	0.0	0	0	Tempo	6/8	1	1	0									𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0						
16	16	85/2	85/2	0.0	0	0	Spanner	6/8	1	1	0																10			
16	16	85/2	85/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	269		articAccentAbove							32		10			
16	16	87/2	87/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	270											10			
16	16	44	44	0.0	3/8	3/8	Tempo	6/8	1	1	0									𝅘𝅥=100	100.0	𝅘𝅥	100.0	0.0			10			
16	16	44	44	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	271		articAccentAbove							33		10			
16	16	45	45	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	272											10			
16	16	85/2	85/2	0.0	0	0	Spanner	6/8	2	1	0																			
16	16	85/2	85/2	0.0	0	0	Spanner	6/8	2	1	0															5				
16	16	85/2	85/2	0.16666666666666666	0	0	Chord	6/8	2	1	1/24			1/16	2/3	273									34	5				
16	16	128/3	128/3	0.16666666666666666	1/24	1/24	Chord	6/8	2	1	1/24			1/16	2/3	274									34	5				
16	16	257/6	257/6	0.16666666666666666	1/12	1/12	Chord	6/8	2	1	1/24			1/16	2/3	275									34	5				
16	16	43	43	0.16666666666666666	1/8	1/8	Chord	6/8	2	1	1/24			1/16	2/3	276									34	5				
16	16	259/6	259/6	0.16666666666666666	1/6	1/6	Chord	6/8	2	1	1/24			1/16	2/3	277									34	5				
16	16	130/3	130/3	0.16666666666666666	5/24	5/24	Chord	6/8	2	1	1/24			1/16	2/3	278									34	5				
16	16	87/2	87/2	0.16666666666666666	1/4	1/4	Chord	6/8	2	1	1/24			1/16	2/3	279									34	5				
16	16	131/3	131/3	0.16666666666666666	7/24	7/24	Chord	6/8	2	1	1/24			1/16	2/3	280									34	5				
16	16	263/6	263/6	0.16666666666666666	1/3	1/3	Chord	6/8	2	1	1/24			1/16	2/3	281										5				
16	16	44	44	0.16666666666666666	3/8	3/8	Chord	6/8	2	1	1/24			1/16	2/3	282									35	5				
16	16	265/6	265/6	0.16666666666666666	5/12	5/12	Chord	6/8	2	1	1/24			1/16	2/3	283									35	5				
16	16	133/3	133/3	0.16666666666666666	11/24	11/24	Chord	6/8	2	1	1/24			1/16	2/3	284									35	5				
16	16	89/2	89/2	0.16666666666666666	1/2	1/2	Chord	6/8	2	1	1/24			1/16	2/3	285									35	5				
16	16	134/3	134/3	0.16666666666666666	13/24	13/24	Chord	6/8	2	1	1/24			1/16	2/3	286									35	5				
16	16	269/6	269/6	0.16666666666666666	7/12	7/12	Chord	6/8	2	1	1/24			1/16	2/3	287									35	5				
16	16	45	45	0.16666666666666666	5/8	5/8	Chord	6/8	2	1	1/24			1/16	2/3	288									35	5				
16	16	271/6	271/6	0.16666666666666666	2/3	2/3	Chord	6/8	2	1	1/24			1/16	2/3	289									35	5				
16	16	136/3	136/3	0.16666666666666666	17/24	17/24	Chord	6/8	2	1	1/24			1/16	2/3	290										5				
17	17	91/2	91/2	0.0	0	0	Dynamic	6/8	1	1	0						mf													
17	17	91/2	91/2	0.0	0	0	Spanner	6/8	1	1	0																			
17	17	91/2	91/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	291		articAccentAbove							36					
17	17	46	46	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	292														
17	17	93/2	93/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	293		articAccentAbove							37					
17	17	47	47	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	294														
17	17	95/2	95/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	295		articAccentAbove							38					
17	17	48	48	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	296														
17	17	91/2	91/2	0.0	0	0	Spanner	6/8	2	1	0															5		11		
17	17	91/2	91/2	0.16666666666666666	0	0	Chord	6/8	2	1	1/24			1/16	2/3	297									39	5		11		
17	17	137/3	137/3	0.16666666666666666	1/24	1/24	Chord	6/8	2	1	1/24			1/16	2/3	298									39	5		11		
17	17	275/6	275/6	0.16666666666666666	1/12	1/12	Chord	6/8	2	1	1/24			1/16	2/3	299									39	5		11		
17	17	46	46	0.16666666666666666	1/8	1/8	Chord	6/8	2	1	1/24			1/16	2/3	300									39	5		11		
17	17	277/6	277/6	0.16666666666666666	1/6	1/6	Chord	6/8	2	1	1/24			1/16	2/3	301									39	5		11		
17	17	139/3	139/3	0.16666666666666666	5/24	5/24	Chord	6/8	2	1	1/24			1/16	2/3	302										5		11		
17	17	93/2	93/2	0.16666666666666666	1/4	1/4	Chord	6/8	2	1	1/24			1/16	2/3	303									40	5		11		
17	17	140/3	140/3	0.16666666666666666	7/24	7/24	Chord	6/8	2	1	1/24			1/16	2/3	304									40	5		11		
17	17	281/6	281/6	0.16666666666666666	1/3	1/3	Chord	6/8	2	1	1/24			1/16	2/3	305									40	5		11		
17	17	47	47	0.16666666666666666	3/8	3/8	Chord	6/8	2	1	1/24			1/16	2/3	306									40	5		11		
17	17	283/6	283/6	0.16666666666666666	5/12	5/12	Chord	6/8	2	1	1/24			1/16	2/3	307									40	5		11		
17	17	142/3	142/3	0.16666666666666666	11/24	11/24	Chord	6/8	2	1	1/24			1/16	2/3	308										5		11		
17	17	95/2	95/2	0.16666666666666666	1/2	1/2	Chord	6/8	2	1	1/24			1/16	2/3	309									41	5		11		
17	17	143/3	143/3	0.16666666666666666	13/24	13/24	Chord	6/8	2	1	1/24			1/16	2/3	310									41	5		11		
17	17	287/6	287/6	0.16666666666666666	7/12	7/12	Chord	6/8	2	1	1/24			1/16	2/3	311									41	5		11		
17	17	48	48	0.16666666666666666	5/8	5/8	Chord	6/8	2	1	1/24			1/16	2/3	312									41	5		11		
17	17	289/6	289/6	0.16666666666666666	2/3	2/3	Chord	6/8	2	1	1/24			1/16	2/3	313									41	5		11		
17	17	145/3	145/3	0.16666666666666666	17/24	17/24	Chord	6/8	2	1	1/24			1/16	2/3	314										5		11		
18	18	97/2	97/2	0.0	0	0	Tempo	6/8	1	1	0									𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0						
18	18	97/2	97/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	315		articAccentAbove							42					
18	18	49	49	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	316														
18	18	99/2	99/2	0.0	1/4	1/4	Tempo	6/8	1	1	0									𝅘𝅥=110	110.0	𝅘𝅥	110.0	0.0						
18	18	99/2	99/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	317		articAccentAbove							43					
18	18	151/3	151/3	0.16666666666666666	11/24	11/24	Chord	6/8	1	1	1/24			1/16	2/3	318									43					
18	18	101/2	101/2	0.0	1/2	1/2	Tempo	6/8	1	1	0									𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0	43					
18	18	917/18	917/18	0.0	11/18	11/18	Tempo	6/8	1	1	0									𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0						
18	18	917/18	917/18	0.4444444444444444	11/18	11/18	Chord	6/8	1	1	1/9			1/8	8/9	319														
18	18	97/2	97/2	0.0	0	0	Spanner	6/8	2	1	0																	11		
18	18	97/2	97/2	0.0	0	0	Spanner	6/8	2	1	0															6		11		
18	18	97/2	97/2	0.16666666666666666	0	0	Chord	6/8	2	1	1/24			1/16	2/3	320									44	6		11		
18	18	146/3	146/3	0.16666666666666666	1/24	1/24	Chord	6/8	2	1	1/24			1/16	2/3	321									44	6		11		
18	18	293/6	293/6	0.16666666666666666	1/12	1/12	Chord	6/8	2	1	1/24			1/16	2/3	322									44	6		11		
18	18	49	49	0.16666666666666666	1/8	1/8	Chord	6/8	2	1	1/24			1/16	2/3	323									44	6		11		
18	18	295/6	295/6	0.16666666666666666	1/6	1/6	Chord	6/8	2	1	1/24			1/16	2/3	324									44	6		11		
18	18	148/3	148/3	0.16666666666666666	5/24	5/24	Chord	6/8	2	1	1/24			1/16	2/3	325										6		11		
18	18	99/2	99/2	0.16666666666666666	1/4	1/4	Chord	6/8	2	1	1/24			1/16	2/3	326									45	6		11		
18	18	149/3	149/3	0.16666666666666666	7/24	7/24	Chord	6/8	2	1	1/24			1/16	2/3	327									45	6		11		
18	18	299/6	299/6	0.16666666666666666	1/3	1/3	Chord	6/8	2	1	1/24			1/16	2/3	328									45	6		11		
18	18	50	50	0.16666666666666666	3/8	3/8	Chord	6/8	2	1	1/24			1/16	2/3	329									45	6		11		
18	18	301/6	301/6	0.16666666666666666	5/12	5/12	Chord	6/8	2	1	1/24			1/16	2/3	330									45	6		11		
18	18	151/3	151/3	0.16666666666666666	11/24	11/24	Chord	6/8	2	1	1/24			1/16	2/3	331										6		11		
18	18	101/2	101/2	0.0	1/2	1/2	Dynamic	6/8	2	1	0						p									6				
18	18	101/2	101/2	0.0	1/2	1/2	Spanner	6/8	2	1	0															6				
18	18	101/2	101/2	0.1111111111111111	1/2	1/2	Chord	6/8	2	1	1/36			1/32	8/9	332									46	6				
18	18	911/18	911/18	0.1111111111111111	19/36	19/36	Chord	6/8	2	1	1/36			1/32	8/9	333									46	6				
18	18	913/18	913/18	0.1111111111111111	5/9	5/9	Chord	6/8	2	1	1/36			1/32	8/9	334									46	6				
18	18	305/6	305/6	0.1111111111111111	7/12	7/12	Chord	6/8	2	1	1/36			1/32	8/9	335									46	6				
18	18	917/18	917/18	0.1111111111111111	11/18	11/18	Chord	6/8	2	1	1/36			1/32	8/9	336									46	6				
18	18	919/18	919/18	0.0	23/36	23/36	Spanner	6/8	2	1	0														46	6		12		
18	18	919/18	919/18	0.1111111111111111	23/36	23/36	Chord	6/8	2	1	1/36			1/32	8/9	337									46	6		12		
18	18	307/6	307/6	0.1111111111111111	2/3	2/3	Chord	6/8	2	1	1/36			1/32	8/9	338									46	6		12		
18	18	923/18	923/18	0.1111111111111111	25/36	25/36	Chord	6/8	2	1	1/36			1/32	8/9	339									46	6		12		
18	18	925/18	925/18	0.1111111111111111	13/18	13/18	Chord	6/8	2	1	1/36			1/32	8/9	340									46	6		12		
19	19	105/2	105/2	0.0	1/4	1/4	Tempo	6/8	1	1	0									𝅘𝅥=100	100.0	𝅘𝅥	100.0	0.0						
19	19	107/2	107/2	0.0	1/2	1/2	Tempo	6/8	1	1	0									𝅘𝅥=110	110.0	𝅘𝅥	110.0	0.0						
19	19	107/2	107/2	0.0	1/2	1/2	Spanner	6/8	1	1	0																			2
19	19	54	54	0.0	5/8	5/8	Tempo	6/8	1	1	0									𝅘𝅥=120	120.0	𝅘𝅥	120.0	0.0						2
19	19	55	55	0.0	7/8	7/8	Spanner	6/8	1	1	0																			
19	19	103/2	103/2	0.0	0	0	Spanner	6/8	2	1	0															6				
19	19	103/2	103/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	341										6				
19	19	105/2	105/2	0.0	1/4	1/4	Dynamic	6/8	2	1	0						pp									6				
19	19	105/2	105/2	0.125	1/4	1/4	Chord	6/8	2	1	1/32			1/32	1	342									47	6				
19	19	421/8	421/8	0.125	9/32	9/32	Chord	6/8	2	1	1/32			1/32	1	343									47	6				
19	19	211/4	211/4	0.125	5/16	5/16	Chord	6/8	2	1	1/32			1/32	1	344									47	6				
19	19	423/8	423/8	0.125	11/32	11/32	Chord	6/8	2	1	1/32			1/32	1	345									47	6				
19	19	53	53	0.125	3/8	3/8	Chord	6/8	2	1	1/32			1/32	1	346									47	6				
19	19	425/8	425/8	0.125	13/32	13/32	Chord	6/8	2	1	1/32			1/32	1	347									47	6				
19	19	213/4	213/4	0.125	7/16	7/16	Chord	6/8	2	1	1/32			1/32	1	348									47	6				
19	19	427/8	427/8	0.125	15/32	15/32	Chord	6/8	2	1	1/32			1/32	1	349									47	6				
19	19	107/2	107/2	0.0	1/2	1/2	Spanner	6/8	2	1	0														47	6				3
19	19	107/2	107/2	0.125	1/2	1/2	Chord	6/8	2	1	1/32			1/32	1	350									47	6				3
19	19	429/8	429/8	0.125	17/32	17/32	Chord	6/8	2	1	1/32			1/32	1	351									47	6				3
19	19	215/4	215/4	0.125	9/16	9/16	Chord	6/8	2	1	1/32			1/32	1	352									47	6				3
19	19	431/8	431/8	0.125	19/32	19/32	Chord	6/8	2	1	1/32			1/32	1	353									47	6				3
19	19	54	54	0.125	5/8	5/8	Chord	6/8	2	1	1/32			1/32	1	354									47	6				3
19	19	433/8	433/8	0.125	21/32	21/32	Chord	6/8	2	1	1/32			1/32	1	355									47	6				3
19	19	217/4	217/4	0.125	11/16	11/16	Chord	6/8	2	1	1/32			1/32	1	356									47	6				3
19	19	435/8	435/8	0.125	23/32	23/32	Chord	6/8	2	1	1/32			1/32	1	357									47	6				3
19	19	109/2	109/2	0.0	3/4	3/4	Spanner	6/8	2	1	0																			3
19	19	109/2	109/2	0.5	3/4	3/4	Chord	6/8	2	1	1/8			1/8	1	358														3
19	19	55	55	0.0	7/8	7/8	Spanner	6/8	2	1	0																			
20	20	223/4	223/4	0.0	1/16	1/16	Tempo	6/8	1	1	0									𝅘𝅥=100	100.0	𝅘𝅥	100.0	0.0						
20	20	223/4	223/4	0.0	1/16	1/16	Spanner	6/8	1	1	0																			4
20	20	56	56	0.0	1/8	1/8	Spanner	6/8	1	1	0															7				4
20	20	56	56	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	359										7				4
20	20	113/2	113/2	0.0	1/4	1/4	Spanner	6/8	1	1	0															7				
20	20	115/2	115/2	0.0	1/2	1/2	Tempo	6/8	1	1	0									𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0						
20	20	115/2	115/2	0.0	1/2	1/2	Spanner	6/8	1	1	0																			
20	20	223/4	223/4	0.0	1/16	1/16	Dynamic	6/8	1	2	0						ppp													
20	20	223/4	223/4	0.25	1/16	1/16	Chord	6/8	1	2	1/16			1/8	1/2	360									48					
20	20	56	56	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	361														
20	20	223/4	223/4	0.25	1/16	1/16	Chord	6/8	2	2	1/16			1/8	1/2	362									49					
21	21	117/2	117/2	0.0	0	0	Dynamic	2/4	1	1	0						p													
21	21	117/2	117/2	0.0	0	0	Tempo	2/4	1	1	0									𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0						
21	21	117/2	117/2	0.0	0	0	Spanner	2/4	1	1	0																11			
21	21	117/2	117/2	0.16666666666666666	0	0	Chord	2/4	1	1	1/24			1/16	2/3	363									50		11			
21	21	176/3	176/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24			1/16	2/3	364									50		11			
21	21	353/6	353/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24			1/16	2/3	365									50		11			
21	21	59	59	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24			1/16	2/3	366									50		11			
21	21	355/6	355/6	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24			1/16	2/3	367									50		11			
21	21	178/3	178/3	0.0	5/24	5/24	Spanner	2/4	1	1	0																			
